Time,Speed,Distance,acceleration,force,torque,rpm
34.7006,8.520862,139.7157,-0.2457663,0.04737862,23.3478,81.36823
34.80061,8.54672,140.5453,-0.2457663,0.04750188,23.3478,81.61516
34.90061,8.571433,141.3773,-0.2457663,0.04763172,23.3478,81.85115
35.00061,8.593039,142.2117,-0.2457663,0.0477671,23.3478,82.05747
35.10061,8.620558,143.0485,-0.2457663,0.04790102,23.3478,82.32026
35.20061,8.644086,143.8878,-0.2457663,0.04806567,23.3478,82.54494
35.30062,8.66357,144.7295,-0.2457663,0.04813866,23.3478,82.731
35.40062,8.694885,145.5735,-0.2457663,0.04831844,23.3478,83.03004
35.50062,8.719185,146.4202,-0.2457663,0.04847012,23.3478,83.26208
35.60062,8.740361,147.2695,-0.2457663,0.04861366,23.3478,83.4643
35.70063,8.763279,148.1211,-0.2457663,0.04871415,23.3478,83.68315
35.80063,8.790746,148.9751,-0.2457663,0.04885313,23.3478,83.94543
35.90063,8.81238,149.8317,-0.2457663,0.04897007,23.3478,84.15202
36.00063,8.83762,150.6906,-0.2457663,0.04912322,23.3478,84.39305
36.10064,8.867186,151.552,-0.2457663,0.04928445,23.3478,84.67538
36.20064,8.891088,152.416,-0.2457663,0.0494065,23.3478,84.90363
