Time,Speed,Distance,acceleration,force,torque,rpm,power,efficency,EnergyIn,EnergyUseful,EnergyLost
0.09999999,0.193966,0.003924245,-2.490484,0.00455409,260.0126,7.817854,35.47802,0.002592499,92.93031,1340.634,0
0.12,0.2269219,0.007803566,-2.486973,0.006473845,259.73,11.11343,50.37879,0.003685354,138.8219,1521.781,0
0.14,0.2758134,0.012342,-2.483997,0.007573786,259.5556,13.00167,58.89884,0.004311515,192.435,1790.661,0
0.16,0.34484,0.01785827,-2.48216,0.009205598,259.2801,15.80294,71.51293,0.005240454,257.5214,2170.153,0
0.18,0.34484,0.02475507,-2.48216,0.009205598,259.2801,15.80294,71.51293,0.005240454,257.5214,2170.153,0
0.2,0.4075675,0.03165187,-2.479258,0.01150944,258.8575,19.75788,89.26444,0.00655196,338.8364,2514.854,0
0.22,0.4919111,0.03980322,-2.474806,0.01360305,258.4395,23.3519,105.3315,0.007743782,530.8248,2978.426,0
0.24,0.5191019,0.04964145,-2.470403,0.01641812,257.8269,28.18443,126.8279,0.009346311,646.4763,3127.783,0
0.26,0.5648336,0.06002348,-2.463953,0.01732564,257.6172,29.74234,133.7296,0.009862935,768.3034,3379.439,0
0.28,0.6063056,0.07132015,-2.461743,0.01885199,257.2513,32.36258,145.3041,0.01073184,900.5172,3607.534,0
0.3,0.6836888,0.08344626,-2.457886,0.02023617,256.9051,34.73875,155.763,0.01151981,1184.105,4033.234,0
0.32,0.7174618,0.09712004,-2.45424,0.02281892,256.2232,39.17248,175.1769,0.01299009,1343.746,4218.808,0
0.34,0.7594827,0.1114693,-2.447059,0.02394614,255.9111,41.10753,183.6064,0.01363177,1511.024,4450.098,0
0.36,0.8036524,0.1266589,-2.44377,0.02534863,255.5106,43.51516,194.0559,0.01443017,1687.582,4693.161,0
0.38,0.8860257,0.142732,-2.439548,0.02682285,255.0753,46.04589,204.9919,0.01526939,2060.73,5146.467,0
0.4,0.9167225,0.1604525,-2.434962,0.02957216,254.2247,50.76553,225.2497,0.01683449,2266.073,5315.148,0
0.42,0.9568734,0.1787869,-2.426006,0.0305967,253.8951,52.52433,232.7513,0.01741773,2478.131,5536.307,0
0.4400001,0.9933051,0.1979244,-2.422532,0.03193678,253.4537,54.82481,242.5231,0.01818059,2698.662,5736.918,0
0.4600001,1.054252,0.2177905,-2.417881,0.03315273,253.0432,56.91219,251.3491,0.0188728,2927.262,6072.625,0
0.4800001,1.099076,0.2388756,-2.413555,0.03518692,252.3358,60.40421,266.0256,0.0200308,3169.422,6319.272,0
0.5000001,1.168057,0.2608571,-2.406098,0.03668297,251.7992,62.97243,276.7465,0.02088245,3673.432,6699.215,0
0.52,1.196411,0.2842183,-2.400446,0.0389853,250.9469,66.92476,293.1204,0.02219309,3940.426,6855.221,0
0.54,1.272725,0.3081465,-2.391467,0.03993162,250.5875,68.54929,299.8056,0.0227318,4486.09,7276.092,0
0.56,1.30612,0.333601,-2.387678,0.04247871,249.5943,72.92178,317.665,0.02418178,4775.24,7459.823,0
0.58,1.344616,0.3597234,-2.377219,0.04359331,249.1481,74.83517,325.4174,0.02481628,5071.507,7672.171,0
0.6,1.383928,0.3866157,-2.372517,0.04487815,248.6252,77.04082,334.3054,0.0255477,5375.169,7888.997,0
0.6199999,1.463561,0.4142943,-2.367001,0.04619024,248.0818,79.29325,343.3275,0.02629464,5999.014,8328.268,0
0.6399999,1.501909,0.4435655,-2.361275,0.04884807,246.9531,83.85585,361.4309,0.02780765,6328.118,8539.354,0
0.6599999,1.534832,0.4736037,-2.349388,0.05012799,246.3964,86.05305,370.065,0.02853627,6665.027,8721.083,0
0.6799999,1.534832,0.5043003,-2.349388,0.05012799,246.3964,86.05305,370.065,0.02853627,6665.027,8721.083,0
0.6999999,1.619536,0.5349969,-2.343523,0.05122683,245.9119,87.93939,377.4335,0.02916181,7007.589,9188.887,0
0.7199998,1.695554,0.5673876,-2.338402,0.05405394,244.6381,92.7926,396.2003,0.03077119,7728.719,9607.453,0
0.7399998,1.726752,0.6012987,-2.324987,0.05659112,243.4626,97.14809,412.804,0.03221552,8105.383,9779.397,0
0.7599998,1.76423,0.6358337,-2.312607,0.0576324,242.9716,98.93562,419.5518,0.03280829,8486.777,9986.637,0
0.7799998,1.836621,0.6711183,-2.307425,0.05888326,242.3754,101.0829,427.606,0.03352037,9261.973,10386.85,0
0.7999998,1.865653,0.7078508,-2.301143,0.0612994,241.2048,105.2306,443.0019,0.0348958,9664.57,10547.02,0
0.8199998,1.905436,0.7451638,-2.288815,0.06226838,240.7285,106.8941,449.1159,0.03544741,10072.42,10767.24,0
0.8399997,1.943129,0.7832725,-2.283793,0.06359617,240.0696,109.1734,457.4372,0.03620328,10486.73,10975.78,0
0.8599997,2.015068,0.8221351,-2.276842,0.06485423,239.4389,111.3331,465.2607,0.03691945,11329.9,11373.95,0
0.8799997,2.015068,0.8624365,-2.276842,0.06485423,239.4389,111.3331,465.2607,0.03691945,11329.9,11373.95,0
0.8999997,2.090503,0.9027379,-2.270196,0.06725527,238.2183,115.4549,480.0261,0.03828629,11765.75,11790.56,0
0.9199997,2.12845,0.9445479,-2.257331,0.069773,236.9159,119.777,495.2733,0.03971955,12216.61,12000.17,0
0.9399996,2.197134,0.9871169,-2.243605,0.07103953,236.2523,121.9512,502.8513,0.04044054,13129.49,12380.83,0
0.9599996,2.227575,1.03106,-2.236613,0.07333193,235.0379,125.8865,516.4095,0.04174554,13597.79,12549.2,0
0.9799996,2.262106,1.075611,-2.223822,0.07434796,234.4942,127.6307,522.3536,0.04232393,14071.1,12740.84,0
0.9999996,2.322005,1.120853,-2.218083,0.07550047,233.8737,129.6091,529.0472,0.04298002,15026.9,13073.24,0
1.02,2.352405,1.167293,-2.211545,0.07749966,232.7881,133.0411,540.535,0.0441181,15516.19,13241.66,0
1.04,2.384013,1.214341,-2.200109,0.07851429,232.2327,134.7829,546.3053,0.04469568,16010.42,13417.26,0
1.06,2.45599,1.262022,-2.194246,0.07956924,231.6523,136.5939,552.2621,0.04529624,17006.99,13817.19,0
1.08,2.497643,1.311141,-2.188128,0.08197157,230.3197,140.7179,565.6629,0.04666381,17518.95,14047.95,0
1.1,2.497643,1.361094,-2.188128,0.08197157,230.3197,140.7179,565.6629,0.04666381,17518.95,14047.95,0
1.12,2.567324,1.411047,-2.17409,0.0833618,229.5419,143.1044,573.314,0.04745523,18038.14,14435.16,0
1.14,2.635209,1.462394,-2.165873,0.08568746,228.2308,147.0968,585.9423,0.04877915,19098.64,14811.66,0
1.159999,2.655234,1.515098,-2.152064,0.08795322,226.942,150.9864,598.0396,0.05006897,19640.86,14922.79,0
1.179999,2.713536,1.568202,-2.138484,0.08862157,226.5598,152.1337,601.5692,0.05044944,20726.56,15247.88,0
1.199999,2.747569,1.622473,-2.134452,0.09056745,225.4421,155.4741,611.7452,0.05155717,21277.83,15437.08,0
1.219999,2.781476,1.677425,-2.122678,0.09170336,224.7865,157.4241,617.6164,0.05220381,21834.96,15626.06,0
1.239999,2.847171,1.733054,-2.115757,0.09283505,224.131,159.3668,623.4151,0.05284804,22956.76,15992.34,0
1.259999,2.88427,1.789997,-2.108847,0.0950277,222.8551,163.1309,634.5065,0.05409624,23529.03,16198.68,0
1.279999,2.918323,1.847683,-2.095405,0.09626592,222.1313,165.2565,640.6866,0.05480113,24106.87,16388.68,0
1.299999,2.955252,1.904016,-2.087776,0.09740248,221.465,167.2076,646.3064,0.05544814,24687.8,16594.85,0
1.319999,2.955252,1.958947,-2.087776,0.09740248,221.465,167.2076,646.3064,0.05544814,24687.8,16594.85,0
1.339999,3.022297,2.013451,-2.080751,0.09863501,220.7404,169.3234,652.3436,0.05614978,25273.94,16969.2,0
1.359999,3.101503,2.069209,-2.073087,0.1008727,219.4202,173.1648,663.153,0.05742363,26468.78,17410.43,0
1.379999,3.125224,2.126535,-2.05918,0.1035163,217.8533,177.703,675.6727,0.05892856,27079.6,17542.51,0
1.399999,3.173334,2.184331,-2.042671,0.1043081,217.3826,179.0622,679.3695,0.05937926,28302.33,17811.98,0
1.419999,3.222498,2.243089,-2.037702,0.1059138,216.4264,181.8186,686.7934,0.06029335,29533.92,18086.81,0
1.439999,3.255246,2.30283,-2.027627,0.1075547,215.4471,184.6356,694.278,0.06122747,30157.74,18269.94,0
1.459999,3.28681,2.363227,-2.017307,0.1086477,214.7937,186.5118,699.2064,0.06184966,30784.78,18446.83,0
1.479999,3.317458,2.424254,-2.010418,0.1097012,214.1632,188.3203,703.9139,0.06244939,31414.68,18618.66,0
1.499999,3.380429,2.485895,-2.003758,0.1107241,213.5504,190.0763,708.4446,0.0630317,32681.88,18971.88,0
1.519999,3.380429,2.548795,-2.003758,0.1107241,213.5504,190.0763,708.4446,0.0630317,32681.88,18971.88,0
1.539999,3.445751,2.611694,-1.997298,0.1128258,212.2896,193.6843,717.6299,0.06422814,33325.37,19337.3,0
1.559999,3.506352,2.6759,-1.983991,0.115006,210.9798,197.427,726.9839,0.06546926,34632.98,19676.47,0
1.579999,3.527443,2.741319,-1.970193,0.1170286,209.7635,200.8992,735.5046,0.06662069,35293.86,19794.66,0
1.599999,3.579448,2.807159,-1.957371,0.1177326,209.3399,202.1076,738.4348,0.06702142,36614.31,20087.39,0
1.619999,3.603453,2.874039,-1.952904,0.1194683,208.2953,205.0872,745.5822,0.0680095,37279.91,20222.15,0
1.639999,3.633974,2.941399,-1.941899,0.1202695,207.813,206.4626,748.8445,0.06846561,37948.45,20394.05,0
1.659999,3.633974,3.00937,-1.941899,0.1202695,207.813,206.4626,748.8445,0.06846561,37948.45,20394.05,0
1.679999,3.633974,3.077341,-1.941899,0.1202695,207.813,206.4626,748.8445,0.06846561,37948.45,20394.05,0
1.699999,3.754846,3.145311,-1.936811,0.1212882,207.1998,208.2114,752.9589,0.06904551,38618.84,21074.63,0
1.719999,3.784035,3.215699,-1.930309,0.1253224,204.7721,215.1368,768.8879,0.07134208,39309.72,21237.6,0
1.739999,3.817984,3.286671,-1.904742,0.1262966,204.1862,216.8092,772.6479,0.07189666,40003.64,21429.14,0
1.759999,3.885983,3.358322,-1.898546,0.1274297,203.5051,218.7544,776.9794,0.0725417,41385.37,21812.76,0
1.779999,3.929785,3.431333,-1.891356,0.1296993,202.1421,222.6504,785.5209,0.07383368,42787.14,22059.14,0
1.799999,3.953161,3.50522,-1.876999,0.1311612,201.2652,225.1601,790.9289,0.0746659,43493.23,22191.07,0
1.819999,3.980466,3.579575,-1.867759,0.1319414,200.7976,226.4994,793.7852,0.07511006,44198.14,22345.57,0
1.839999,4.032551,3.654475,-1.862814,0.1328528,200.2518,228.0639,797.0954,0.07562886,45610.7,22640.26,0
1.859999,4.075194,3.730417,-1.85705,0.1345912,199.2118,231.0482,803.3318,0.07661847,47037.96,22881.02,0
1.879999,4.101955,3.807213,-1.846092,0.1360144,198.3617,233.4914,808.3623,0.07742869,47756.91,23032.36,0
1.899999,4.135914,3.884543,-1.837132,0.1369076,197.8288,235.0247,811.4849,0.07793715,48476.3,23224.82,0
1.919999,4.161181,3.962553,-1.831509,0.138041,197.1534,236.9704,815.4096,0.07858236,49198.13,23367.97,0
1.939999,4.220963,4.041068,-1.824388,0.1388843,196.6515,238.4181,818.3024,0.07906243,49922.15,23707.13,0
1.959999,4.251161,4.120778,-1.819078,0.1408796,195.466,241.8434,825.0548,0.0801983,50653.71,23877.91,0
1.979999,4.285982,4.201093,-1.806586,0.1418875,194.8684,243.5736,828.4169,0.08077206,51388.37,24075.59,0
1.999999,4.314037,4.282104,-1.800279,0.1430497,194.1803,245.5687,832.2535,0.08143365,52123.95,24234.86,0
2.019999,4.345145,4.363676,-1.793024,0.1439861,193.6268,247.1761,835.3132,0.08196669,52861.77,24411.66,0
2.039999,4.402822,4.44587,-1.78717,0.1450243,193.014,248.9585,838.674,0.08255775,54342.05,24739.51,0
2.059999,4.422059,4.529218,-1.780707,0.1469494,191.8805,252.2631,844.8156,0.08365361,55089.57,24848.61,0
2.079999,4.473195,4.61295,-1.768754,0.1475914,191.5033,253.3653,846.8386,0.08401911,56585.7,25140.01,0
2.099999,4.495842,4.697705,-1.764771,0.1492982,190.5025,256.2952,852.1547,0.0849907,57337.34,25268.68,0
2.119999,4.528641,4.782913,-1.754225,0.1500541,190.0602,257.5928,854.4807,0.085421,58091.08,25455.7,0
2.139999,4.528641,4.868777,-1.754225,0.1500541,190.0602,257.5928,854.4807,0.085421,58091.08,25455.7,0
2.159999,4.590903,4.954641,-1.749554,0.1511488,189.4208,259.472,857.8187,0.08604419,58845.78,25810.49,0
2.179999,4.625755,5.04175,-1.742794,0.1532268,188.2106,263.0393,864.0568,0.08722714,59608.82,26008.59,0
2.199999,4.682027,5.129557,-1.730026,0.1543901,187.5354,265.0363,867.4929,0.08788934,61140.55,26329.63,0
2.219999,4.705361,5.218488,-1.722903,0.1562682,186.4486,268.2604,872.9572,0.0889585,61910.05,26462.53,0
2.239999,4.705361,5.307887,-1.722903,0.1562682,186.4486,268.2604,872.9572,0.0889585,61910.05,26462.53,0
2.259999,4.787319,5.397285,-1.711425,0.157047,185.9991,269.5973,875.193,0.08940185,63450.36,26931.33,0
2.279999,4.807832,5.488323,-1.706679,0.1597824,184.4266,274.2932,882.9091,0.09095905,64228.71,27048,0
2.299999,4.83548,5.579771,-1.690117,0.1604671,184.0346,275.4685,884.8073,0.0913488,65008.22,27206.45,0
2.319999,4.864029,5.671772,-1.685975,0.1613899,183.5071,277.0526,887.345,0.09187412,65784.61,27370,0
2.339998,4.891229,5.764343,-1.680408,0.1623427,182.9636,278.6884,889.9404,0.09241655,66563.67,27525.86,0
2.359998,4.953746,5.857459,-1.674656,0.1632505,182.447,280.2467,892.3898,0.09293333,68125.33,27884.34,0
2.379998,4.975265,5.951825,-1.669203,0.1653371,181.2637,283.8287,897.9346,0.09412118,68913.43,28007.32,0
2.399998,5.00518,6.046622,-1.656737,0.1660553,180.8579,285.0616,899.816,0.09453002,69702.38,28179.2,0
2.419998,5.03363,6.142016,-1.652449,0.1670538,180.2949,286.7757,902.4086,0.09509841,70490.14,28342.58,0
2.439998,5.088537,6.23798,-1.646493,0.1680034,179.7608,288.4058,904.8492,0.09563897,72070.53,28658.08,0
2.459998,5.107425,6.335042,-1.640856,0.1698359,178.7337,291.5517,909.4929,0.09668218,72866.46,28766.37,0
2.479998,5.132626,6.432482,-1.630034,0.1704663,178.3815,292.6339,911.0701,0.09704107,73662.61,28911.52,0
2.499998,5.163399,6.530426,-1.626314,0.1713074,177.9125,294.0778,913.1584,0.09751988,74457.41,29088.7,0
2.519998,5.194644,6.628985,-1.62136,0.1723346,177.3413,295.841,915.6838,0.09810457,75255.16,29268.57,0
2.539998,5.220995,6.728169,-1.61533,0.1733774,176.7629,297.6312,918.2203,0.09869824,76055.28,29420.34,0
2.559998,5.28162,6.82788,-1.609208,0.1742569,176.2764,299.141,920.3383,0.09919889,77657.67,29769.86,0
2.579998,5.303252,6.928804,-1.604073,0.1762803,175.1617,302.6145,925.1375,0.1003508,78465.1,29894.18,0
2.599998,5.331818,7.03016,-1.592327,0.1770023,174.7655,303.8539,926.8256,0.1007618,79273.25,30059.2,0
2.619998,5.3579,7.132088,-1.588141,0.1779557,174.2435,305.4907,929.0348,0.1013045,80079.8,30209.81,0
2.639998,5.40929,7.234537,-1.582617,0.1788262,173.7682,306.985,931.0328,0.1018001,81696.53,30506.78,0
2.659998,5.427426,7.338014,-1.577599,0.1805414,172.8353,309.9295,934.916,0.1027765,82509.81,30611.36,0
2.679998,5.450819,7.441854,-1.567768,0.1811468,172.5071,310.9686,936.2695,0.1031211,83323.23,30746.83,0
2.699998,5.477648,7.546162,-1.5643,0.1819275,172.0847,312.3089,938.0027,0.1035656,84135.07,30902.16,0
2.719998,5.532387,7.651006,-1.559822,0.182823,171.6015,313.8461,939.9728,0.1040753,85763.12,31219.11,0
2.739998,5.553436,7.756945,-1.554721,0.18465,170.6197,316.9824,943.9344,0.1051154,86582.92,31340.69,0
2.759998,5.553436,7.863305,-1.554721,0.18465,170.6197,316.9824,943.9344,0.1051154,86582.92,31340.69,0
2.779998,5.608522,7.969665,-1.544374,0.1853525,170.2437,318.1885,945.4373,0.1055153,87403.16,31660.29,0
2.799998,5.644618,8.077127,-1.540383,0.1871911,169.2633,321.3446,949.3171,0.1065619,88226.02,31869.04,0
2.819998,5.668635,8.18531,-1.530042,0.1883958,168.624,323.4128,951.8181,0.1072477,89052.03,32008.36,0
2.839998,5.697593,8.293974,-1.523298,0.1891974,168.1999,324.7889,953.4641,0.1077041,89875.99,32176.65,0
2.859998,5.749638,8.403217,-1.518802,0.1901639,167.6901,326.448,955.43,0.1082543,91525.02,32479.08,0
2.879998,5.767625,8.513501,-1.513419,0.191901,166.7778,329.43,958.9119,0.1092431,92354.62,32583.41,0
2.899998,5.792806,8.624145,-1.503805,0.1925013,166.4637,330.4606,960.0999,0.1095849,93183.86,32730.11,0
2.919998,5.818607,8.735291,-1.500483,0.1933417,166.0249,331.9033,961.7503,0.1100633,94011.43,32880.37,0
2.939998,5.867598,8.846955,-1.495834,0.1942029,165.5767,333.3816,963.4256,0.1105535,95670.27,33165.78,0
2.959998,5.891531,8.959599,-1.4911,0.195838,164.729,336.1886,966.5634,0.1114843,96504.09,33304.95,0
2.979998,5.916008,9.072721,-1.482163,0.1966368,164.3165,337.5599,968.076,0.1119391,97338.65,33447.76,0
2.999998,5.945464,9.186332,-1.477806,0.1974538,163.8959,338.9623,969.6094,0.1124041,98171.66,33619.7,0
3.019998,5.973285,9.300532,-1.473359,0.1984369,163.3911,340.65,971.4362,0.1129638,99006.35,33782.08,0
3.039998,5.999516,9.415289,-1.468029,0.1993654,162.916,342.244,973.1437,0.1134924,99842.43,33935.29,0
3.059998,6.027192,9.53057,-1.463011,0.2002409,162.4694,343.7469,974.7375,0.1139908,100679.1,34097.05,0
3.079998,6.054564,9.646405,-1.458292,0.2011646,161.9996,345.3326,976.4025,0.1145166,101516.8,34257.09,0
3.099998,6.105561,9.762788,-1.453313,0.2020782,161.5364,346.901,978.0325,0.1150367,103194.4,34555.43,0
3.119998,6.125847,9.88019,-1.448421,0.2037803,160.6773,349.8229,981.0253,0.1160057,104037.4,34673.87,0
3.139998,6.162374,9.997998,-1.439365,0.2044574,160.337,350.9852,982.2001,0.1163911,104880.3,34888.02,0
3.159998,6.188665,10.11654,-1.435759,0.2056765,159.7263,353.078,984.2932,0.1170851,105722.9,35041.95,0
3.179998,6.214341,10.2356,-1.429314,0.206554,159.2883,354.5844,985.782,0.1175846,106567,35192.55,0
3.199998,6.241033,10.35518,-1.424687,0.207411,158.8619,356.0555,987.2219,0.1180725,107410.9,35349.2,0
3.219998,6.262032,10.47529,-1.42018,0.2083018,158.42,357.5848,988.7042,0.1185796,108255.6,35472.49,0
3.239998,6.286202,10.59582,-1.415515,0.2090027,158.0733,358.788,989.8598,0.1189786,109100.4,35614.55,0
3.259998,6.332508,10.71684,-1.411834,0.2098094,157.6753,360.1729,991.1787,0.1194378,110791.1,35886.73,0
3.279998,6.350845,10.83878,-1.407629,0.2113549,156.916,362.826,993.6719,0.1203176,111640.4,35994.32,0
3.299998,6.372408,10.96109,-1.399625,0.211967,156.6165,363.8766,994.6473,0.1206661,112489.7,36121.3,0
